inner_id,id,dialogue,original movie dialogue,movie name,agreement,annotator_1,manipulative_1,technique_1,victim_1,vulnerability_1,marks_1,confidence_1,annotator_2,manipulative_2,technique_2,victim_2,vulnerability_2,marks_2,confidence_2,annotator_3,manipulative_3,technique_3,victim_3,vulnerability_3,marks_3,confidence_3
1676,85515546,"Person1: Well ?
Person2: Fire the whole division.
Person1: Excuse me, sir ?
Person2: Fire the whole division. We're moving more of the operations division into Manhattan anyway. Whoever is left over from the conversion is no longer needed. We already have all the key people here. Anyone else is expendable.
Person1: Sir, I came from the Chicago offices myself, and if I may say, sir, there are still some very good....
Person2: If you want, I can fire you and have someone else who has the balls terminate these worthless people. Which will it be ?
Person1: We will start work on it now sir.","FRED THOMISON(?):Well ? 
JOHN C. MCCAY(M):Fire the whole division. 
FRED THOMISON(?):Excuse me, sir ? 
JOHN C. MCCAY(M):Fire the whole division. We're moving more of the operations division into Manhattan anyway. Whoever is left over from the conversion is no longer needed. We already have all the key people here. Anyone else is expendable. 
FRED THOMISON(?):Sir, I came from the Chicago offices myself, and if I may say, sir, there are still some very good.... 
JOHN C. MCCAY(M):If you want, I can fire you and have someone else who has the balls terminate these worthless people. Which will it be ? 
FRED THOMISON(?):We will start work on it now sir.",murderland,100.0,AN12,1,"Rationalization,Intimidation",1,Dependency,"If you want, I can fire you and have someone else who has the balls terminate these worthless people.  <break> We're moving more of the operations division into Manhattan anyway. ",5,AN1,1,"Rationalization,Intimidation,Persuasion or Seduction",1,"Dependency,Low self-esteem","ire the whole division. We're moving more of the operations division into Manhattan anyway. Whoever is left over from the conversion is no longer needed. We already have all the key people here. Anyone else is expendable. <break> If you want, I can fire you and have someone else who has the balls terminate these worthless people. Which will it be ?",5,AN10,1,Intimidation,1,Dependency,"If you want, I can fire you and have someone else who has the balls terminate these worthless people. Which will it be ?",5
1677,85515896,"Person1: Remember the victim at the airport. Toxins introduced through the mouth.
Person2: What are you talking about?
Person1: Why is she so desperate to kiss us? I'm betting her lips are poison.
Person2: A poison kiss?  You have some real issues with women, you know that?  You just couldn't stand that she was about to kiss me.  Couldn't stand that something might be mine and not yours.  Could you?!","BATMAN(m):Remember the victim at the airport. Toxins introduced through the mouth. 
ROBIN(m):What are you talking about? 
BATMAN(m):Why is she so desperate to kiss us? I'm betting her lips are poison. 
ROBIN(m):A poison kiss?  You have some real issues with women, you know that?  You just couldn't stand that she was about to kiss me.  Couldn't stand that something might be mine and not yours.  Could you?!",batman and robin,100.0,AN12,1,Accusation,0,,"You have some real issues with women, you know that? You just couldn't stand that she was about to kiss me. Couldn't stand that something might be mine and not yours. ",5,AN1,1,"Shaming or Belittlement,Accusation",1,Low self-esteem,"A poison kiss? You have some real issues with women, you know that? You just couldn't stand that she was about to kiss me. Couldn't stand that something might be mine and not yours. Could you?!",5,AN7,1,Accusation,0,,"A poison kiss? You have some real issues with women, you know that? You just couldn't stand that she was about to kiss me. Couldn't stand that something might be mine and not yours. Could you?!",4
1678,85518307,"Person1: Never answer the phone.  Ever.
Person2: Tsk, believe me, this will be the last time.
Person1: Did you buy some clothes?
Person2: I got a dress, yeah.
Person1: Just one?  Christ... I hope it's appropriate.
Person2: It's very tasteful.  I think you'll especially like the zipper in the crotch.  I'm -- joking.
Person1: Let's hope so.  You'll get some more clothes tomorrow.  I'll be pushed for time so meet me in the hotel lobby at seven forty-five sharp.  Got it?
Person2: No, I don't ""got it"".  Even the farmboys back in Georgia come to the door when they're taking you on a date.
Person1: This isn't a date.
Person2: Go by yourself then.  Where you taking me anyway?
Person1: The Rex.
Person2: Any good?
Person1: I think you'll approve.
Person2: ... all right.  I'll meet you in the lobby.  But only cause you're paying me to.
Person1: Thank you very much.","EDWARD(m):Never answer the phone.  Ever. 
VIVIAN(f):Tsk, believe me, this will be the last time. 
EDWARD(m):Did you buy some clothes? 
VIVIAN(f):I got a dress, yeah. 
EDWARD(m):Just one?  Christ... I hope it's appropriate. 
VIVIAN(f):It's very tasteful.  I think you'll especially like the zipper in the crotch.  I'm -- joking. 
EDWARD(m):Let's hope so.  You'll get some more clothes tomorrow.  I'll be pushed for time so meet me in the hotel lobby at seven forty-five sharp.  Got it? 
VIVIAN(f):No, I don't ""got it"".  Even the farmboys back in Georgia come to the door when they're taking you on a date. 
EDWARD(m):This isn't a date. 
VIVIAN(f):Go by yourself then.  Where you taking me anyway? 
EDWARD(m):The Rex. 
VIVIAN(f):Any good? 
EDWARD(m):I think you'll approve. 
VIVIAN(f):... all right.  I'll meet you in the lobby.  But only cause you're paying me to. 
EDWARD(m):Thank you <u>very much</u>.",pretty woman,100.0,AN1,1,"Rationalization,Persuasion or Seduction",1,Dependency,Go by yourself then. Where you taking me anyway? <break> ... all right. I'll meet you in the lobby. But only cause you're paying me to.,4,AN7,1,Shaming or Belittlement,1,Low self-esteem,,4,AN10,1,Persuasion or Seduction,1,Dependency,,3
1679,85515833,"Person1: About this.
Person2: What's that?
Person1: It's a pair of earrings.  I saw 'em in the mall one day, and I thought, damn, those would look good on those beautiful earlobes. So I bought 'em.  And I said to myself, next time Erin says something nice, does something nice, I'll surprise her with 'em.  Know how long ago that was?  Six months.  In six months, you haven't said one nice thing to me.  That's a long time.
Person2: I'm sorry.  I'm just working so hard --
Person1: I know.  But still.  Six months.  I think you oughta either find a different job or a different boyfriend.  Cause there may be men who don't mind being the maid and getting nothing in return, but I'm sure as shit not one of 'em.
Person2: I can't leave my job, George.
Person1: Yeah, you can.  You could just quit.  People do it all the time.
Person2: I can't.  Look -- this job -- it's the best thing that ever happened to me.  I mean it. For the first time in my life, I got people respecting me.  Up in Hinkley, I walk into a room and everyone shuts up just to hear what I got to say.  I never had that.  Ever. Don't ask me to give it up.  I need it.
Person1: More than you need me.
Person2: I need it.","GEORGE(m):About this. 
ERIN(f):What's that? 
GEORGE(m):It's a pair of earrings.  I saw 'em in the mall one day, and I thought, damn, those would look good on those beautiful earlobes. So I bought 'em.  And I said to myself, next time Erin says something nice, does something nice, I'll surprise her with 'em.  Know how long ago that was?  Six months.  In six months, you haven't said one nice thing to me.  That's a long time. 
ERIN(f):I'm sorry.  I'm just working so hard -- 
GEORGE(m):I know.  But still.  Six months.  I think you oughta either find a different job or a different boyfriend.  Cause there may be men who don't mind being the maid and getting nothing in return, but I'm sure as shit not one of 'em. 
ERIN(f):I can't leave my job, George. 
GEORGE(m):Yeah, you can.  You could just quit.  People do it all the time. 
ERIN(f):I can't.  Look -- this job -- it's the best thing that ever happened to me.  I mean it. For the first time in my life, I got people respecting me.  Up in Hinkley, I walk into a room and everyone shuts up just to hear what I got to say.  I never had that.  Ever. Don't ask me to give it up.  I need it. 
GEORGE(m):More than you need me. 
ERIN(f):I need it.",erin brockovich,100.0,AN7,1,"Playing Servant Role,Persuasion or Seduction",0,,,4,AN12,1,"Rationalization,Accusation,Persuasion or Seduction",0,,"I'm sorry. I'm just working so hard  <break> Yeah, you can. You could just quit. People do it all the tim <break> More than you need me",4,AN1,1,"Shaming or Belittlement,Persuasion or Seduction",1,"Over-responsibility,Low self-esteem"," I think you oughta either find a different job or a different boyfriend. Cause there may be men who don't mind being the maid and getting nothing in return, but I'm sure as shit not one of 'em. <break> Yeah, you can. You could just quit. People do it all the time.",5
1680,85515326,"Person1: What happened?  You got fired, huh?
Person2: Yeah, Morgan. I got fired.
Person1: How foolish do you have to be to get fired from that job? How hard is it to push a broom?","MORGAN(m):What happened?  You got fired, huh? 
WILL(m):Yeah, Morgan. I got fired. 
MORGAN(m):How fuckin' retarded do you have to be to get shit-canned from that job? How hard is it to push a fuckin' broom?",good will hunting,100.0,AN1,1,"Shaming or Belittlement,Accusation",1,Low self-esteem,How foolish do you have to be to get fired from that job? How hard is it to push a broom?,5,AN2,1,Shaming or Belittlement,0,,How foolish do you have to be to get fired from that job? How hard is it to push a broom?,5,AN12,1,"Shaming or Belittlement,Accusation",0,,How foolish do you have to be to get fired from that job?,4
1681,85518111,"Person1: I'm going to go in.
Person2: Just play one set of downs. I told them you were great.
Person1: Why'd you do that?
Person2: Just one--
Person1: Jeremy.  I'm going in. I have to do some things.
Person2: What things?
Person1: I'm going to work out.
Person2: I'll help you.
Person1: There's nothing to do.","DAVID(m):I'm going to go in. 
JEREMY(m):Just play one set of downs. I told them you were great. 
DAVID(m):Why'd you do that? 
JEREMY(m):Just one-- 
DAVID(m):Jeremy.  I'm going in. I have to do some things. 
JEREMY(m):What things? 
DAVID(m):I'm going to work out. 
JEREMY(m):I'll help you. 
DAVID(m):There's nothing to do.",unbreakable,33.33333333333333,AN7,1,Persuasion or Seduction,0,,What things? <break> I told them you were great.,3,AN1,1,Evasion,1,Over-responsibility,Jeremy. I'm going in. I have to do some things. <break> There's nothing to do.,4,AN8,0,,0,,,3
1682,85518700,"Person1: Is this what you wanted to speak to me about?
Person2: In a way -- this girl, Thea. You must stay away from her.
Person1: I had a notion you had become selfappointed chaperone lately  why?
Person2: You are my friend.
Person1: And I'm your friend  but that doesn't explain why you are always trying to come between Thea and me?
Person2: If I told you  you wouldn't believe me -- but this much I can tell you  the girl is dangerous to you. Take a friend's advice -- an old man' s advice -- leave her alone -
Person1: That's ridiculous -- Thea's lovely, gentle -
Person2: Listen to what I say --
Person1: When you make sense I'll listen.","OLIVER(m):Is this what you wanted to speak to me about? 
GENERAL(?):In a way -- this girl, Thea. You must stay away from her. 
OLIVER(m):I had a notion you had become selfappointed chaperone lately  why? 
GENERAL(?):You are my friend. 
OLIVER(m):And I'm your friend  but that doesn't explain why you are always trying to come between Thea and me? 
GENERAL(?):If I told you  you wouldn't believe me -- but this much I can tell you  the girl is dangerous to you. Take a friend's advice -- an old man' s advice -- leave her alone - 
OLIVER(m):That's ridiculous -- Thea's lovely, gentle - 
GENERAL(?):Listen to what I say -- 
OLIVER(m):When you make sense I'll listen.",isle of the dead,100.0,AN9,1,Playing Victim Role,1,cannot decide,,2,AN7,1,Persuasion or Seduction,0,,,4,AN1,1,Persuasion or Seduction,1,"Naivete,Over-intellectualization",If I told you you wouldn't believe me -- but this much I can tell you the girl is dangerous to you. Take a friend's advice -- an old man' s advice -- leave her alone -,3
1683,85516171,"Person1: I have good news for you, Mr. Cosgrove.  The firm of Bracegirdle and Chatwick, in the city of London, are prepared to lend you 20,000 pounds, pledged against your interest in the Edric mines.  They will redeem the encumbrances against the property, which amount to some 10,000 pounds, and take a twenty- year working lease on the mines. They will lend you the 20,000 pounds against the lease income, which they will apply to the loan as it comes in, and they will make a charge of 18% per annum interest on the outstanding loan balance.
Person2: Mr. Newcombe, I have made some difficult loans during the past few years, at very onerous terms, but 18% a year interest seems very stiff indeed.
Person1: Considering your financial circumstances, Mr. Cosgrove, it has been impossible to find anyone at all prepared to do any business with you.  I think you may count yourself lucky to have this opportunity. But, obviously, if you would reject this offer, I shall keep trying to find a better one.
Person2: I am prepared to accept the terms, Mr. Newcombe.
Person1: There are a few other points we should discuss.  The loan agreement can only be executed by her ladyship's signature, and provided that Bracegirdle and Chatwick can be assured of her ladyship's freewill in giving her signature.
Person2: Provided that they can be assured of her ladyship's freewill?  Are you serious?
Person1: May I be quite frank with you?
Person2: Yes, of course.
Person1: Mister Bracegirdle said to me that he had heard her ladyship lives in some fear of her life, and meditated a separation, in which case, she might later repudiate any documents signed by herself while in durance, and subject them, at any rate, to a doubtful and expensive litigation. They were quite insistent on this point, and said they must have absolute assurance of her ladyship's perfect freewill in the transaction before they would advance a shilling of their capital.
Person2: I see.
Person1: When I asked them in what form they would accept her ladyship's assurances, they said that they were only prepared to accept them if her ladyship confirms her written consent by word of mouth, in their presence, at their counting-house in Birchin Lane, London.  I requested they come here, and save her ladyship and yourself the inconvenience of the trip to London, but they declined, saying that they did not wish to incur the risk of a visit to Castle Hackton to negotiate, as they were aware of how other respectable parties, such as Messrs. Sharp and Salomon had been treated here.","NEWCOMBE(?):I have good news for you, Mr. Cosgrove.  The firm of Bracegirdle and Chatwick, in the city of London, are prepared to lend you 20,000 pounds, pledged against your interest in the Edric mines.  They will redeem the encumbrances against the property, which amount to some 10,000 pounds, and take a twenty- year working lease on the mines. They will lend you the 20,000 pounds against the lease income, which they will apply to the loan as it comes in, and they will make a charge of 18% per annum interest on the outstanding loan balance. 
RODERICK(M):Mr. Newcombe, I have made some difficult loans during the past few years, at very onerous terms, but 18% a year interest seems very stiff indeed. 
NEWCOMBE(?):Considering your financial circumstances, Mr. Cosgrove, it has been impossible to find anyone at all prepared to do any business with you.  I think you may count yourself lucky to have this opportunity. But, obviously, if you would reject this offer, I shall keep trying to find a better one. 
RODERICK(M):I am prepared to accept the terms, Mr. Newcombe. 
NEWCOMBE(?):There are a few other points we should discuss.  The loan agreement can only be executed by her ladyship's signature, and provided that Bracegirdle and Chatwick can be assured of her ladyship's freewill in giving her signature. 
RODERICK(M):Provided that they can be assured of her ladyship's freewill?  Are you serious? 
NEWCOMBE(?):May I be quite frank with you? 
RODERICK(M):Yes, of course. 
NEWCOMBE(?):Mister Bracegirdle said to me that he had heard her ladyship lives in some fear of her life, and meditated a separation, in which case, she might later repudiate any documents signed by herself while in durance, and subject them, at any rate, to a doubtful and expensive litigation. They were quite insistent on this point, and said they must have absolute assurance of her ladyship's perfect freewill in the transaction before they would advance a shilling of their capital. 
RODERICK(M):I see. 
NEWCOMBE(?):When I asked them in what form they would accept her ladyship's assurances, they said that they were only prepared to accept them if her ladyship confirms her written consent by word of mouth, in their presence, at their counting-house in Birchin Lane, London.  I requested they come here, and save her ladyship and yourself the inconvenience of the trip to London, but they declined, saying that they did not wish to incur the risk of a visit to Castle Hackton to negotiate, as they were aware of how other respectable parties, such as Messrs. Sharp and Salomon had been treated here.",barry lyndon,33.33333333333333,AN15,1,"Evasion,Feigning Innocence",1,"Dependency,Over-responsibility",,4,AN2,0,,0,,,5,AN5,1,"Intimidation,Persuasion or Seduction",1,"Dependency,Low self-esteem","But, obviously, if you would reject this offer, I shall keep trying to find a better one.",5
1684,85518202,"Person1: What's wrong with you?
Person2: You ready for this? I've recently discovered that our good friend Mrs. Caldwell is the one who sent the letter to Annette urging her to stay away from me.
Person1: Interesting.
Person2: I now plan to devote all my energies to destroying the douche bag. Any luck corrupting her daughter?
Person1: No.
Person2: Call Cecile up and get her to come over. I'll bust that cherry in a heartbeat.","KATHRYN(f):What's wrong with you? 
SEBASTIAN(m):You ready for this? I've recently discovered that our good friend Mrs. Caldwell is the one who sent the letter to Annette urging her to stay away from me. 
KATHRYN(f):Interesting. 
SEBASTIAN(m):I now plan to devote all my energies to destroying the douche bag. Any luck corrupting her daughter? 
KATHRYN(f):No. 
SEBASTIAN(m):Call Cecile up and get her to come over. I'll bust that cherry in a heartbeat.",cruel intentions,100.0,AN7,0,,0,,,3,AN10,0,,0,,,4,AN1,0,,0,,,4
1685,85517988,"Person1: Like what?
Person2: Oh, you know what.  I'm suffocating!
Person1: Oh!  Are we going to have this conversation again?
Person2: Yes, we're going to have this conversation again.  I...I have to leave.  I have to move out.
Person1: Why?
Person2: Because I have to!
Person1: What are you going to use for money?!
Person2: I don't know.  I thought, maybe I'd move in with my parents for a while.
Person1: Tch, oh.  I always told you you would leave me.  But...does it have to be now?
Person2: Well, maybe it'll only be temporary, but I ha--I have to try.
Person1: Oh...Lee, you are my whole world.  Good God!  Have you been kissed tonight?!
Person2: No.
Person1: Oh, yes, you have!
Person2: No.
Person1: You've been with someone!
Person2: Stop accusing me!","FREDERICK(m):Like what? 
LEE(f):Oh, you know what.  I'm suffocating! 
FREDERICK(m):Oh!  Are we going to have this conversation again? 
LEE(f):Yes, we're going to have this conversation again.  I...I have to leave.  I have to move out. 
FREDERICK(m):Why? 
LEE(f):Because I have to! 
FREDERICK(m):What are you going to use for money?! 
LEE(f):I don't know.  I thought, maybe I'd move in with my parents for a while. 
FREDERICK(m):Tch, oh.  I always told you you would leave me.  But...does it have to be now? 
LEE(f):Well, maybe it'll only be temporary, but I ha--I have to try. 
FREDERICK(m):Oh...Lee, you are my whole world.  Good God!  Have you been kissed tonight?! 
LEE(f):No. 
FREDERICK(m):Oh, yes, you have! 
LEE(f):No. 
FREDERICK(m):You've been with someone! 
LEE(f):Stop accusing me!",hannah and her sisters,100.0,AN6,1,Playing Victim Role,0,,Stop accusing me!,4,AN8,1,"Denial,Playing Victim Role",0,,,4,AN1,1,"Evasion,Accusation",1,"Dependency,Over-responsibility",You've been with someone! <break> Stop accusing me!,3
1686,85514842,"Person1: You followed me. I can't believe it!
Person2: I didn't follow you!
Person1: You followed me!
Person2: Why? 'Cause I... was walkin' along a block behind you staring at you? That's not following!
Person1: Well, what is your definition of following?
Person2: Following is different. I was spying.
Person1: Do you realize how paranoid you are?
Person2: Paranoid? I'm looking at you. You got your arms around another guy.
Person1: That is the worst kind of paranoia.
Person2: Yeah-well, I didn't start out spying. I-I thought I'd surprise yuh. Pick you up after school.
Person1: Yeah-well, you wanted to keep the relationship flexible, remember? It's your phrase.
Person2: Oh, stop it. But you were having an affair with your college professor. That jerk that teaches that incredible crap course ""Contemporary Crisis in Western Man""!
Person1: ""Existential Motifs in Russian Literature""! You're really close.
Person2: What's the difference? It's all mental masturbation.
Person1: Oh, well, now we're finally getting to a subject you know something about!","ANNIE(f):You followed me. I can't believe it! 
ALVY(m):I didn't follow you! 
ANNIE(f):You followed me! 
ALVY(m):Why? 'Cause I... was walkin' along a block behind you staring at you? That's not following! 
ANNIE(f):Well, what is your definition of following? 
ALVY(m):Following is different. I was spying. 
ANNIE(f):Do you realize how paranoid you are? 
ALVY(m):Paranoid? I'm looking at you. You got your arms around another guy. 
ANNIE(f):That is the worst kind of paranoia. 
ALVY(m):Yeah-well, I didn't start out spying. I-I thought I'd surprise yuh. Pick you up after school. 
ANNIE(f):Yeah-well, you wanted to keep the relationship flexible, remember? It's your phrase. 
ALVY(m):Oh, stop it. But you were having an affair with your college professor. That jerk that teaches that incredible crap course ""Contemporary Crisis in Western Man""! 
ANNIE(f):""Existential Motifs in Russian Literature""! You're really close. 
ALVY(m):What's the difference? It's all mental masturbation. 
ANNIE(f):Oh, well, now we're finally getting to a subject you know something about!",annie hall,100.0,AN1,1,"Denial,Feigning Innocence,Accusation",1,"Over-responsibility,Over-intellectualization",I didn't follow you! <break> Why? 'Cause I... was walkin' along a block behind you staring at you? That's not following! <break>  I didn't start out spying. I-I thought I'd surprise yuh. Pick you up after school. <break> You got your arms around another guy.,5,AN7,1,"Shaming or Belittlement,Brandishing Anger,Accusation",0,,,4,AN11,1,"Rationalization,Shaming or Belittlement,Accusation",0,,"Yeah-well, you wanted to keep the relationship flexible, remember? It's your phrase. <break> Oh, well, now we're finally getting to a subject you know something about! <break> Why? 'Cause I... was walkin' along a block behind you staring at you? That's not following! <break> Following is different. I was spying. <break> Do you realize how paranoid you are?",3
1687,85518192,"Person1: William.
Person2: Yeah, I got a urgent message for a customer named William Jones.  Drop everything, Craig is in trouble.  Come quick.  Don't try to call.","DEBO(?):William. 
EZAL(?):Yeah, I got a urgent message for a customer named William Jones.  Drop everything, Craig is in trouble.  Come quick.  Don't try to call.",next friday,100.0,AN7,1,Brandishing Anger,0,,,4,AN10,1,Playing Servant Role,0,,,3,AN1,1,Persuasion or Seduction,1,Dependency,"Yeah, I got a urgent message for a customer named William Jones. Drop everything, Craig is in trouble. Come quick. Don't try to call.",4
1688,85514618,"Person1: Your blood.
Person2: All my life I have never reached a man. I knew that I would reach my husband, but I took my time and he was dead. Ronny.
Person1: Loretta.
Person2: I want to cut you open and crawl inside of you. I want you to swallow me.
Person1: I've got you.
Person2: Get all of me. Take everything.
Person1: What about Johnny?
Person2: You're mad at him, take it out on me, take your revenge on me! Take everything, leave nothing for him to marry! Hollow me out so there's nothing left but the skin over my bones. Suck me dry!
Person1: Alright. Alright. There will be nothing left.","RONNY(m):Your blood. 
LORETTA(f):All my life I have never reached a man. I knew that I would reach my husband, but I took my time and he was dead. Ronny. 
RONNY(m):Loretta. 
LORETTA(f):I want to cut you open and crawl inside of you. I want you to swallow me. 
RONNY(m):I've got you. 
LORETTA(f):Get all of me. Take everything. 
RONNY(m):What about Johnny? 
LORETTA(f):You're mad at him, take it out on me, take your revenge on me! Take everything, leave nothing for him to marry! Hollow me out so there's nothing left but the skin over my bones. Suck me dry! 
RONNY(m):Alright. Alright. There will be nothing left.",moonstruck,100.0,AN1,1,"Brandishing Anger,Persuasion or Seduction",1,Dependency,"You're mad at him, take it out on me, take your revenge on me! ",4,AN4,1,Playing Victim Role,1,Over-responsibility,Hollow me out so there's nothing left but the skin over my bones. Suck me dry!,4,AN10,1,Shaming or Belittlement,1,Over-responsibility,,2
1689,85515089,"Person1: Come on. We got a couple hours to eat and get some sleep.
Person2: I'll eat when I'm good and ready.
Person1: Kind of feeling your oats this morning. I haven't laid a hand on you for quite a while, but that doesn't mean you're too old.
Person2: What makes you think you're so almighty? Telling people what to do and how to act when you don't even know how yourself.","CLAY(m):Come on. We got a couple hours to eat and get some sleep. 
STEVE(m):I'll eat when I'm good and ready. 
CLAY(m):Kind of feeling your oats this morning. I haven't laid a hand on you for quite a while, but that doesn't mean you're too old. 
STEVE(m):What makes you think you're so almighty? Telling people what to do and how to act when you don't even know how yourself.",roughshod,100.0,AN1,1,Intimidation,1,Low self-esteem,"Kind of feeling your oats this morning. I haven't laid a hand on you for quite a while, but that doesn't mean you're too old.",5,AN11,1,"Shaming or Belittlement,Accusation",0,,"What makes you think you're so almighty? Telling people what to do and how to act when you don't even know how yourself. <break> Kind of feeling your oats this morning. I haven't laid a hand on you for quite a while, but that doesn't mean you're too old.",5,AN12,1,Accusation,0,,What makes you think you're so almighty? Telling people what to do and how to act when you don't even know how yourself.,2
1690,85516247,"Person1: I've never loved any one before, Gregory, and I do love you - you must know it -- but Jacqueline's my sister  whom I had lost and have found again....
Person2: I know  I shouldn't have told you
Person1: No, I'm glad....at least I've heard you say it...","MARY(f):I've never loved any one before, Gregory, and I do love you - you must know it -- but Jacqueline's my sister  whom I had lost and have found again.... 
GREGORY(m):I know  I shouldn't have told you 
MARY(f):No, I'm glad....at least I've heard you say it...",the seventh victim,33.33333333333333,AN15,0,,0,,,4,AN2,1,Playing Victim Role,1,Dependency,I know I shouldn't have told you,5,AN5,1,Evasion,1,Over-responsibility,,5
1691,85516252,"Person1: I expected more of you, Ripley. I thought you would be smarter than this.
Person2: Sorry to disappoint you.","BURKE(m):I expected more of you, Ripley. I thought you would be smarter than this. 
RIPLEY(f):Sorry to disappoint you.",aliens,33.33333333333333,AN5,1,Playing Servant Role,1,"Dependency,Over-responsibility",,5,AN15,1,"Denial,Shaming or Belittlement",1,"Over-intellectualization,Low self-esteem",,4,AN2,0,,0,,,5
1692,85514643,"Person1: Why did you leak our strategy to the competitors?
Person2: I thought it would give us an edge, force them to react to our moves.
Person1: That was reckless and has compromised our position.
Person2: I just wanted to get ahead.
Person1: I will make you pay for this. Trust is hard to earn and easy to break.",,,100.0,AN11,1,"Rationalization,Intimidation",1,Dependency,"I thought it would give us an edge, force them to react to our moves. <break> I just wanted to get ahead <break> I will make you pay for this. Trust is hard to earn and easy to break",4,AN4,1,Rationalization,1,Low self-esteem,"I thought it would give us an edge, force them to react to our moves.",5,AN1,1,"Feigning Innocence,Rationalization",1,"Naivete,Over-intellectualization","I thought it would give us an edge, force them to react to our moves. <break> I just wanted to get ahead.",5
1693,85514617,"Person1: Hey Lieutenant, the boys in robbery have something I think you should look at.
Person2: What is it?
Person1: A tape from the surveillance camera at the First National Bank.  It was robbed this morning.
Person2: Really?  I want to make sure that I understand what you're telling me, Greley.  A crime was committed in New York City?  That is news.
Person1: The guy had a sword and was dressed like this guy.","DETECTIVE GRELEY(?):Hey Lieutenant, the boys in robbery have something I think you should look at. 
BEDSOE(?):What is it? 
DETECTIVE GRELEY(?):A tape from the surveillance camera at the First National Bank.  It was robbed this morning. 
BEDSOE(?):Really?  I want to make sure that I understand what you're telling me, Greley.  A crime was committed in New York City?  That is news. 
DETECTIVE GRELEY(?):The guy had a sword and was dressed like this guy.",highlander iii: the sorcerer,100.0,AN4,0,,0,,,3,AN1,0,,0,,,5,AN10,0,,0,,,3
1694,85515412,"Person1: My fault!  My fault!  This nut case goes out on a ledge and it's my fault?
Person2: If anything happens to John BUbber, Mister LaPlante I'm going to see you prosecuted to the full extent of the law.
Person1: What, is everybody in love with this, bozo?  I don't get this.  What about...?
Person2: Yes, everybody is in love with John Bubber.  The whole country, in fact. And they're not going to be happy if he jumps to his death because he was harassed by a lousy little money-grubbing low-life fence...
Person1: ""Harassed.""  Cause I yelled at him when he's riding in his limo?  The guy's a thief, he took my...
Person2: He had one tiny, uncharacteristic moment of weakness.  That's not the same thing as a lifetime of petty crime...
Person1: Hey, lady, I got faults, I know I'm not perfect but I don't get this at all, your attitude.  I saved your...
Person2: A lifetime of petty crime climaxed by your sleaziest accomplishment yet...  blackmailing a national hero...
Person1: -- saved your...  whaaaaaaat?  What? Blackmailing...?
Person2: You think I haven't figured it out? Just because the cops aren't on to you yet doesn't mean you're home free.  I'm a veteran reporter.  I've seen your kind before, the underbelly of crime.
Person1: Underbelly!
Person2: In all that smoke and fire, John had a moment of weakness.  He'd been down and out, destitute, living in his car.  It was just an impulse, stealing my purse.","BERNIE(m):My fault!  My fault!  This nut case goes out on a ledge and it's my fault? 
GALE(f):If anything happens to John BUbber, Mister LaPlante I'm going to see you prosecuted to the full extent of the law. 
BERNIE(m):What, is everybody in love with this, bozo?  I don't get this.  What about...? 
GALE(f):Yes, everybody <u>is</u> in love with John Bubber.  The whole country, in fact. And they're not going to be happy if he jumps to his death because he was harassed by a lousy little money-grubbing low-life fence... 
BERNIE(m):""Harassed.""  Cause I yelled at him when he's riding in his limo?  The guy's a thief, he took my... 
GALE(f):He had one <u>tiny</u>, uncharacteristic moment of weakness.  That's not the same thing as a lifetime of petty crime... 
BERNIE(m):Hey, lady, I got faults, I know I'm not perfect but I don't get this at all, your attitude.  I saved your... 
GALE(f):A lifetime of petty crime climaxed by your sleaziest accomplishment yet...  blackmailing a national hero... 
BERNIE(m):-- saved your...  whaaaaaaat?  What? Blackmailing...? 
GALE(f):You think I haven't figured it out? Just because the cops aren't on to you yet doesn't mean you're home free.  I'm a veteran reporter.  I've seen your kind before, the underbelly of crime. 
BERNIE(m):Underbelly! 
GALE(f):In all that smoke and fire, John had a moment of weakness.  He'd been down and out, destitute, living in his car.  It was just an impulse, stealing my purse.",hero,100.0,AN1,1,Intimidation,1,"Dependency,Low self-esteem","It was just an impulse, stealing my purse. <break> You think I haven't figured it out? Just because the cops aren't on to you yet doesn't mean you're home free. I'm a veteran reporter. I've seen your kind before, the underbelly of crime. <break> And they're not going to be happy if he jumps to his death because he was harassed by a lousy little money-grubbing low-life fence...",5,AN14,1,"Feigning Innocence,Accusation",1,Naivete,"blackmailing a national hero <break> He had one tiny, uncharacteristic moment of weakness. ",3,AN12,1,"Rationalization,Shaming or Belittlement,Accusation",0,,,3
1695,85518326,"Person1: You always prioritize your friends and work over us. It seems like you’ve never really loved me.
Person2: That's not true, Rebecca. I love you deeply, but I struggle to balance everything.
Person1: Actions speak louder than words, Sean.
Person2: I know, and I'll work on showing you just how much I care.",,,33.33333333333333,AN13,1,Accusation,1,cannot decide,,3,AN7,0,,0,,,4,AN10,1,Accusation,1,Dependency,You always prioritize your friends and work over us. It seems like you’ve never really loved me.,3
